#Pdb,P1,P2,Pk,Temperature,More
1IAR_AA6,A,B,9.866461091629782,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AD6,A,B,8.769551078621726,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA8,A,B,9.806875401645538,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AR8,A,B,9.761953896871205,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AQ9,A,B,7.508638306165727,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AK9,A,B,,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA9,A,B,,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA11,A,B,9.739928612014925,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AS12,A,B,9.801342913045577,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AE12,A,B,9.688246138944246,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA13,A,B,9.073143291050307,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AD13,A,B,9.950781977329818,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA15,A,B,9.8153085691824,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AD15,A,B,9.847711655616944,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA16,A,B,9.924453038607469,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AD16,A,B,9.866461091629782,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA19,A,B,10.02502800570193,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AR19,A,B,9.876148359032914,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AQ53,A,B,9.177831920631982,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA77,A,B,9.67778070526608,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AE77,A,B,9.341988603342887,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA78,A,B,9.698970004336019,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AE78,A,B,9.610833915635467,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA81,A,B,9.438898616350944,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AE81,A,B,8.718966632752272,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA82,A,B,9.853871964321762,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AD82,A,B,10.216096420727265,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA84,A,B,9.537602002101044,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AD84,A,B,8.41228903498109,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA85,A,B,9.47755576649368,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AE85,A,B,8.892790030352131,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AQ88,A,B,7.716698771296451,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AD88,A,B,,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA88,A,B,7.03810452633215,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA89,A,B,8.647817481888637,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AR89,A,B,,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AA91,A,B,9.255707016877324,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1IAR_AD91,A,B,8.832682665251824,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA25,A,D,10.05551732784983,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA57,A,D,10.154901959985743,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ81,A,D,10.0268721464003,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA85,A,D,9.920818753952375,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA100,A,D,9.494850021680094,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DF29,A,D,14.096910013008056,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DA29,A,D,11.455931955649724,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DA35,A,D,10.698970004336019,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DF38,A,D,12.795880017344075,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DA39,A,D,8.391473966422806,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DA42,A,D,12.638272163982407,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DF44,A,D,13.958607314841775,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DA74,A,D,13.0,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DA78,A,D,13.602059991327963,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA25_DA29,A,D,7.6777807052660805,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA25_DA35,A,D,7.0,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA25_DF38,A,D,10.2518119729938,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA25_DA39,A,D,7.931814138253839,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA25_DA42,A,D,9.804100347590767,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA25_DA74,A,D,9.09151498112135,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA25_DA78,A,D,9.958607314841775,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA57_DA29,A,D,8.045757490560675,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA57_DA35,A,D,9.356547323513812,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA57_DF38,A,D,9.397940008672037,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA57_DA42,A,D,9.0,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA57_DA74,A,D,10.356547323513812,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA57_DA78,A,D,10.187086643357144,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ81_DA29,A,D,7.920818753952375,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ81_DA35,A,D,6.958607314841775,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ81_DF38,A,D,9.045757490560675,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ81_DA39,A,D,9.279840696594043,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ81_DA42,A,D,9.522878745280337,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ81_DA74,A,D,9.073143291050307,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ81_DA78,A,D,9.774690718274137,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA85_DA29,A,D,8.096910013008056,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA85_DF38,A,D,8.838631997765026,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA85_DA39,A,D,8.732828271596986,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA85_DA42,A,D,8.853871964321762,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA85_DA74,A,D,8.96657624451305,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA85_DA78,A,D,9.508638306165727,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA100_DA29,A,D,9.3767507096021,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA100_DF29,A,D,9.931814138253838,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA100_DF38,A,D,8.397940008672037,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA100_DA39,A,D,7.4089353929735005,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA100_DA42,A,D,8.036212172654444,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA100_DA74,A,D,8.455931955649724,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA100_DA78,A,D,9.05551732784983,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA57_DA39,A,D,5.671620396561262,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ71,A,D,12.935542010773082,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ71_DA39,A,D,8.71669877129645,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ71_DA74,A,D,11.414539270491499,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AW71,A,D,12.785156151952302,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AW71_DA39,A,D,9.114073660198569,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AW71_DA35,A,D,9.812479279163536,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AW71_DA74,A,D,11.397940008672037,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AY71,A,D,12.230622673923861,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AF71,A,D,12.361510743045363,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AF71_DA39,A,D,8.522878745280337,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AF71_DA35,A,D,9.301029995663981,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AC71,A,D,12.146301788223825,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AS71,A,D,11.79317412396815,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA71,A,D,12.279014255846262,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA71_DA39,A,D,8.732828271596986,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA71_DA35,A,D,9.279014255846262,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AK57,A,D,11.397940008672037,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA57,A,D,9.823908740944319,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ100,A,D,9.886056647693163,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AD100,A,D,9.886056647693163,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AG100,A,D,8.221848749616356,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA100,A,D,8.154901959985743,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AL100,A,D,7.6020599913279625,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ100_AK57,A,D,8.154901959985743,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AQ100_AA57,A,D,6.3979400086720375,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1B2U_AK27,A,D,10.698970004336019,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1B2U_DD36,A,D,10.05551732784983,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1B2U_AK27_DD36,A,D,14.0,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1B2S_AK27,A,D,12.638272163982407,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1B2S_DT43,A,D,10.05551732784983,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1B2S_AK27_DT43,A,D,14.0,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1B3S_AH102,A,D,14.096910013008056,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1B3S_DY30,A,D,9.494850021680094,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1B3S_AH102_DY30,A,D,14.0,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DA35,A,D,6.896196279044043,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DA39,A,D,5.528708288941061,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DA74,A,D,9.275724130399212,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_DA78,A,D,9.578396073130168,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1X1W_DE81,A,D,9.87942606879415,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1X1X_DE76,A,D,9.87942606879415,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA25,A,D,9.920818753952375,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AF33,A,D,12.853871964321762,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA52,A,D,14.537602002101044,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA56,A,D,11.638272163982407,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA57,A,D,10.086186147616283,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA58,A,D,14.1249387366083,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA71,A,D,12.494850021680094,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA85,A,D,9.522878745280337,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA100,A,D,9.301029995663981,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA25,A,D,9.522878745280337,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AF33,A,D,12.070581074285707,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA52,A,D,13.008773924307505,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA56,A,D,10.602059991327963,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA57,A,D,9.301029995663981,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA58,A,D,12.508638306165727,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA71,A,D,10.823908740944319,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1BRS_AA100,A,D,8.431798275933005,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1SBB_BT20,A,B,3.9208187539523753,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1SBB_BY26,A,B,4.920818753952375,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1SBB_BV91,A,B,3.795880017344075,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1SBB_BT20_BY26_BV91,A,B,,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA20,A,B,4.309803919971486,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA23,A,B,,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA26,A,B,4.221848749616356,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA60,A,B,4.318758762624412,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA90,A,B,3.619788758288394,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA91,A,B,3.886056647693163,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA103,A,B,5.026872146400302,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA176,A,B,3.958607314841775,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA210,A,B,,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1SBB_BT20,A,B,4.0,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1SBB_BY26,A,B,4.585026652029182,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1SBB_BV91,A,B,3.853871964321762,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1SBB_BT20_BY26_BV91,A,B,3.8239087409443187,"0    294
1    294
2    294
Name: Temperature, dtype: object",1
1JCK_BA20,A,B,4.376750709602099,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA23,A,B,3.8239087409443187,"0    294
1    294
2    294
Name: Temperature, dtype: object",1
1JCK_BA26,A,B,4.0655015487564325,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA60,A,B,4.6020599913279625,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA90,A,B,3.8239087409443187,"0    294
1    294
2    294
Name: Temperature, dtype: object",1
1JCK_BA91,A,B,3.9318141382538383,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA102,A,B,5.337242168318426,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA103,A,B,5.251811972993799,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA176,A,B,4.036212172654444,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1JCK_BA210,A,B,3.8239087409443187,"0    294
1    294
2    294
Name: Temperature, dtype: object",1
1GCQ_CA5,AB,C,4.211831628858833,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1GCQ_CG42,AB,C,3.7825160557860937,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1GCQ_CY47,AB,C,3.2006594505464183,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1GCQ_CA67,AB,C,3.8096683018297086,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1GCQ_CA18,AB,C,4.686132779630847,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1GCQ_CA19,AB,C,4.7121982700697735,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1GCQ_CV21,AB,C,4.79317412396815,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1E96_AH26,A,B,6.096910013008056,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1E96_AN33,A,B,5.4089353929735005,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1E96_AN38,A,B,5.292429823902063,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1E96_AT45,A,B,6.638272163982407,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1E96_AE132,A,B,7.045757490560675,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1E96_AR134,A,B,7.0,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DA85,A,D,4.1249387366083,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DA86,A,D,4.1938200260161125,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DA87,A,D,4.180456064458132,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DQ87,A,D,4.207608310501746,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DR87,A,D,3.714442690992226,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DV88,A,D,4.356547323513813,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DG88,A,D,2.9746941347352296,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DA89,A,D,3.3979400086720375,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DV89,A,D,2.6989700043360187,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DA90,A,D,3.3279021420642825,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DV90,A,D,2.6989700043360187,"0    294
1    294
2    294
Name: Temperature, dtype: object",1
1AK4_DA91,A,D,4.7447274948966935,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DV91,A,D,4.920818753952375,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DG92,A,D,4.494850021680094,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DV92,A,D,4.657577319177793,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DA93,A,D,4.42021640338319,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1AK4_DT83_DP86_DA87_DM88_DL91_DP92_DI96,A,D,4.376750709602099,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
1M9E_DH76,A,D,4.920818753952375,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
2B42_AA357,A,B,7.769551078621726,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
2B42_AQ357,A,B,8.181774106386044,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
2B42_AK357,A,B,7.088309841246139,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
2I26_NV29,N,L,8.0,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
2I26_NR60,N,L,8.481486060122112,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
2HLE_AQ141,A,B,7.698970004336019,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
2HLE_AR87,A,B,5.721246399047171,"0    294
1    294
2    294
Name: Temperature, dtype: object",0
